Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, Temperature [C], Speed [km/h], TTFF, SNR AVG, SNR MAX
2023-10-05, 09:55:20,13.775965,-23.760345,132,9,0.8,1.1,24,0,12,33,39
2023-10-05, 10:00:15,13.7746717,-23.7593333,-16,10,0.8,1.1,24,1.852,7,36,41
2023-10-05, 10:05:20,13.7732417,-23.7588383,18,10,0.8,1.1,24,1.852,12,32,40
2023-10-05, 10:10:14,13.7719933,-23.758385,26,6,1.1,1.4,24,1.852,6,35,40
2023-10-05, 10:15:12,13.7707117,-23.7581633,-28,9,0.9,1.2,25,1.852,4,35,41
2023-10-05, 10:20:20,13.76927,-23.7578,4,9,0.9,1.2,24,1.852,12,33,41
2023-10-05, 10:25:13,13.7678967,-23.757715,4,8,0.9,1.3,24,3.704,5,35,40
2023-10-05, 10:30:13,13.7665533,-23.7575217,-26,8,0.9,1.2,24,0,5,35,41
2023-10-05, 10:35:12,13.7651583,-23.75733,-26,9,0.8,1.2,24,3.704,4,35,41
2023-10-05, 10:40:13,13.7637667,-23.7569467,-64,6,1.2,1.5,24,0,5,36,41
2023-10-05, 10:45:12,13.7587683,-23.7535383,-16,8,0.9,1.3,24,62.968,4,36,41
2023-10-05, 10:50:19,13.7418533,-23.7332367,40,10,0.8,1.1,24,33.336,11,37,41
2023-10-05, 10:55:21,13.7294267,-23.71393,36,10,0.8,1.1,25,46.3,13,37,42
2023-10-05, 11:00:12,13.73489,-23.7011717,90,9,0.8,1.2,26,38.892,4,38,43
2023-10-05, 11:05:12,13.7354583,-23.6857,64,9,0.8,1.2,26,25.928,4,37,41
2023-10-05, 11:10:12,13.7372917,-23.684985,-36,9,0.8,1.2,25,1.852,4,37,44
2023-10-05, 11:15:13,13.7362067,-23.6852083,-28,9,0.8,1.2,24,3.704,5,35,43
2023-10-05, 11:20:12,13.7350683,-23.685525,-48,8,0.9,1.2,25,0,4,37,43
2023-10-05, 11:25:12,13.7340283,-23.685715,-42,9,0.8,1.2,25,0,4,36,44
2023-10-05, 11:30:12,13.7331433,-23.685835,-38,9,0.8,1.2,25,0,4,35,41
2023-10-05, 11:35:12,13.7321033,-23.6860867,-32,9,0.8,1.2,24,1.852,4,37,43
2023-10-05, 11:40:12,13.730915,-23.6862367,-40,8,0.9,1.3,24,0,4,38,44
2023-10-05, 11:45:12,13.7296767,-23.686505,-36,7,1,1.3,24,1.852,4,37,44
2023-10-05, 11:50:12,13.7285683,-23.686775,-26,7,0.9,1.3,24,0,4,38,43
2023-10-05, 11:55:13,13.7273483,-23.687105,-32,8,0.9,1.2,24,1.852,5,36,42
2023-10-05, 12:00:12,13.7262567,-23.6874617,-24,9,0.8,1.1,25,1.852,4,34,42
2023-10-05, 12:05:12,13.7253,-23.6879517,-20,8,0.9,1.2,25,0,4,36,42
2023-10-05, 12:10:13,13.7226567,-23.686315,-12,8,0.9,1.2,24,1.852,5,38,43
2023-10-05, 12:15:13,13.7216167,-23.6868517,-16,8,0.9,1.2,24,0,5,36,41
2023-10-05, 12:20:12,13.7204317,-23.687305,-10,8,0.9,1.2,24,0,4,38,43
2023-10-05, 12:25:12,13.7194633,-23.6877483,-8,8,0.9,1.2,24,0,4,37,43
2023-10-05, 12:30:12,13.7174067,-23.6867233,-4,8,0.9,1.2,24,1.852,4,36,42
2023-10-05, 12:35:13,13.716175,-23.6871,-8,7,1,1.4,25,0,5,37,43
2023-10-05, 12:40:13,13.7151367,-23.6874817,10,7,0.9,1.3,25,0,5,28,40
2023-10-05, 12:45:13,13.7139633,-23.6880683,6,8,0.9,1.3,25,0,5,36,42
2023-10-05, 12:50:13,13.7127767,-23.6885483,0,7,1,1.3,25,0,5,36,43
2023-10-05, 12:55:13,13.7117017,-23.6890633,10,7,1,1.3,25,0,5,36,42
2023-10-05, 13:00:12,13.7107017,-23.6896283,2,7,1,1.3,25,0,4,34,42
2023-10-05, 13:05:12,13.7097667,-23.69032,2,8,0.8,1.2,25,3.704,4,37,43
2023-10-05, 13:10:13,13.7087583,-23.6909317,10,8,0.8,1.2,25,1.852,5,34,41
2023-10-05, 13:15:13,13.707695,-23.6915467,4,8,0.8,1.2,25,1.852,5,34,43
2023-10-05, 13:20:12,13.70667,-23.69208,10,7,1,1.3,25,0,4,36,43
2023-10-05, 13:25:12,13.7054733,-23.6926967,12,8,0.9,1.2,26,1.852,4,33,39
2023-10-05, 13:30:12,13.7043217,-23.6932883,16,7,1,1.3,26,1.852,4,36,41
2023-10-05, 13:35:13,13.7030717,-23.6938483,10,7,0.9,1.3,26,1.852,5,35,41
2023-10-05, 13:40:12,13.701745,-23.694435,18,8,0.9,1.2,25,0,4,36,43
2023-10-05, 13:45:13,13.70028,-23.69521,16,7,1.4,1.6,25,0,5,37,42
2023-10-05, 13:50:13,13.6988317,-23.6958417,18,7,1,1.3,25,3.704,5,37,42
2023-10-05, 13:55:13,13.697495,-23.6964317,20,7,1,1.3,25,0,5,36,43
2023-10-05, 14:00:13,13.6971733,-23.6895217,86,7,1,1.3,26,46.3,5,36,40
2023-10-05, 14:05:11,13.6964033,-23.678955,60,4,1.2,1.5,28,20.372,3,37,41
2023-10-05, 14:10:12,13.6994417,-23.6678967,74,8,0.9,1.2,28,35.188,4,35,39
2023-10-05, 14:15:11,13.693015,-23.6540267,64,5,1.1,1.4,29,9.26,3,36,39
2023-10-05, 14:20:13,13.6918417,-23.6542933,22,8,0.9,1.2,26,3.704,5,37,42
2023-10-05, 14:25:14,13.6906583,-23.6548717,16,9,0.8,1.1,26,1.852,6,35,41
2023-10-05, 14:30:13,13.6894783,-23.655515,14,8,0.9,1.1,26,0,5,37,42
2023-10-05, 14:35:12,13.688265,-23.6563167,18,7,1,1.3,26,7.408,4,37,41
2023-10-05, 14:40:13,13.6870983,-23.6570417,20,9,0.8,1.1,26,0,5,38,42
2023-10-05, 14:45:13,13.686025,-23.6577283,18,8,0.9,1.1,26,1.852,5,36,41
2023-10-05, 14:50:13,13.6850633,-23.6585383,14,8,0.8,1.1,26,1.852,5,36,41
2023-10-05, 14:55:13,13.683765,-23.6593467,18,9,0.8,1.1,26,1.852,5,35,41
2023-10-05, 15:00:13,13.6825367,-23.6599317,12,9,0.8,1.1,26,0,5,35,41
2023-10-05, 15:05:13,13.6807667,-23.6596083,10,7,1,1.3,26,0,5,38,42
2023-10-05, 15:10:13,13.6798167,-23.6588517,34,7,1.1,1.3,26,12.964,5,38,41
2023-10-05, 15:15:13,13.6723167,-23.6538233,40,7,1,1.3,26,0,5,37,40
2023-10-05, 15:20:13,13.671065,-23.6543117,54,6,1.1,1.4,26,3.704,5,38,41
2023-10-05, 15:25:14,13.6695883,-23.6548317,-8,7,1,1.3,26,1.852,6,33,39
2023-10-05, 15:30:13,13.66829,-23.65519,0,8,0.9,1.2,26,3.704,5,35,41
2023-10-05, 15:35:13,13.6668117,-23.6558783,8,9,0.8,1.1,26,0,5,35,41
2023-10-05, 15:40:14,13.6655583,-23.6564983,4,8,0.8,1.2,26,1.852,6,36,41
2023-10-05, 15:45:13,13.6643583,-23.65685,40,8,0.8,1.2,26,0,5,34,40
2023-10-05, 15:50:13,13.6627883,-23.6572933,44,8,0.8,1.2,26,3.704,5,33,41
2023-10-05, 15:55:13,13.6618683,-23.658935,44,7,0.9,1.2,26,0,5,36,40
2023-10-05, 16:00:13,13.66074,-23.6594667,6,6,0.9,1.3,26,1.852,5,33,39
2023-10-05, 16:05:15,13.6595083,-23.659635,44,6,1,1.4,26,0,7,37,41
2023-10-05, 16:10:14,13.6579483,-23.6600783,104,6,0.9,1.3,26,1.852,6,37,42
2023-10-05, 16:15:13,13.6566183,-23.6607933,36,6,0.9,1.3,27,1.852,5,36,40
2023-10-05, 16:20:14,13.655475,-23.6609467,-24,6,0.9,1.3,26,1.852,6,35,40
2023-10-05, 16:25:15,13.6543483,-23.6613433,2,6,1,1.4,26,0,7,37,41
2023-10-05, 16:30:16,13.65309,-23.6617267,142,8,0.8,1.2,26,1.852,8,33,39
2023-10-05, 16:35:14,13.651755,-23.6620817,106,7,0.9,1.3,26,1.852,6,34,41
2023-10-05, 16:40:16,13.6508267,-23.66251,60,6,1,1.4,26,1.852,8,36,42
2023-10-05, 16:45:15,13.6497167,-23.6629733,84,7,0.9,1.3,26,1.852,7,37,40
2023-10-05, 16:50:16,13.6487033,-23.6631817,100,8,0.8,1.2,26,1.852,8,24,30
2023-10-05, 16:55:16,13.6475967,-23.6634983,76,7,0.9,1.3,25,1.852,8,35,39
2023-10-05, 17:00:13,13.6467183,-23.6615833,116,6,1,1.3,26,44.448,5,35,41
2023-10-05, 17:05:21,13.6513133,-23.6481083,146,9,0.7,1.1,27,20.372,13,36,41
2023-10-05, 17:10:19,13.6500917,-23.6422083,198,6,1.2,1.5,26,0,11,36,41
2023-10-05, 17:15:14,13.649555,-23.6431117,-18,6,1,1.4,27,0,6,38,41
2023-10-05, 17:20:15,13.6484783,-23.64344,42,7,0.9,1.2,26,1.852,7,33,39
2023-10-05, 17:25:14,13.647025,-23.6438867,-18,6,1.1,1.4,26,1.852,6,36,41
2023-10-05, 17:30:16,13.6461317,-23.6443,34,7,0.9,1.2,26,1.852,8,35,39
2023-10-05, 17:35:16,13.644775,-23.644525,12,6,1.1,1.4,26,0,8,35,37
2023-10-05, 17:40:14,13.6432,-23.6419217,-4,6,1.2,1.5,26,0,6,38,40
2023-10-05, 17:45:15,13.6423783,-23.6422017,34,7,0.9,1.2,26,0,7,35,39
2023-10-05, 17:50:14,13.641265,-23.64256,-10,6,1.3,1.5,26,0,6,36,39
2023-10-05, 17:55:15,13.6402517,-23.6428417,-4,6,1.3,1.6,26,1.852,7,36,39
2023-10-05, 18:00:14,13.6393217,-23.643235,6,5,1.9,2.1,26,1.852,6,36,39
2023-10-05, 18:05:16,13.6383083,-23.6435783,2,7,1,1.3,26,0,8,36,39
2023-10-05, 18:10:14,13.6370017,-23.6426067,2,6,1.4,1.6,26,1.852,6,37,38
2023-10-05, 18:15:16,13.6357817,-23.6430983,-8,7,1,1.3,26,1.852,8,35,38
2023-10-05, 18:20:23,13.6349383,-23.6432383,12,5,1.5,1.8,25,0,15,34,38
2023-10-05, 18:25:16,13.63387,-23.643545,6,7,1,1.3,25,0,8,34,38
2023-10-05, 18:30:15,13.6326983,-23.6438033,-6,6,1.4,1.7,25,0,7,35,38
2023-10-05, 18:35:15,13.6313317,-23.6432117,-12,7,1,1.3,25,1.852,7,35,39
2023-10-05, 18:40:14,13.6299933,-23.643805,-10,7,1,1.3,25,1.852,6,39,41
2023-10-05, 18:45:14,13.6282283,-23.6357767,50,7,1,1.3,24,16.668,6,36,41
2023-10-05, 18:50:14,13.6257533,-23.61904,24,6,1.1,1.5,26,18.52,6,36,42
2023-10-05, 18:55:15,13.62509,-23.60212,46,6,1.1,1.5,26,27.78,7,37,40
2023-10-05, 19:00:14,13.6261333,-23.5875633,46,6,1.1,1.5,26,16.668,6,36,41
2023-10-05, 19:05:14,13.6245667,-23.569765,34,7,1,1.3,26,37.04,6,36,41
2023-10-05, 19:10:14,13.6225817,-23.55768,38,7,1,1.3,26,35.188,6,36,41
2023-10-05, 19:15:14,13.627705,-23.551215,52,7,1,1.3,26,44.448,6,37,41
2023-10-05, 19:20:14,13.6208,-23.5340317,26,6,1.1,1.5,24,55.56,6,35,41
2023-10-05, 19:25:14,13.62886,-23.5260733,36,6,1.1,1.4,24,27.78,6,36,40
2023-10-05, 19:30:13,13.634675,-23.5223117,22,6,1.1,1.4,24,16.668,5,36,40
2023-10-05, 19:35:13,13.6395683,-23.5176533,-10,7,1.1,2.2,22,27.78,5,22,23
2023-10-05, 19:40:14,13.6406033,-23.518215,6,8,0.8,1.1,23,20.372,6,35,39
2023-10-05, 19:45:14,13.6482333,-23.518865,-12,7,1,1.3,23,29.632,6,37,41
2023-10-05, 19:50:19,13.6467817,-23.5175,0,7,1,1.3,22,7.408,11,37,38
2023-10-05, 19:55:13,13.6514567,-23.5143867,34,7,1,1.3,23,25.928,5,38,42
2023-10-05, 20:00:14,13.6575317,-23.50937,50,6,1.1,1.4,23,14.816,6,37,40
2023-10-05, 20:05:14,13.6512483,-23.5190417,100,6,1.1,1.4,23,20.372,6,37,42
2023-10-05, 20:10:14,13.6286117,-23.5301,136,6,1.1,1.4,22,59.264,6,37,40
2023-10-05, 20:15:14,13.6076867,-23.5408667,136,6,1.1,1.4,22,70.376,6,37,40
2023-10-05, 20:20:14,13.5874267,-23.551045,-124,5,1.5,1.8,22,20.372,6,37,41
2023-10-05, 20:25:15,13.561075,-23.57027,128,5,1.5,1.8,22,74.08,7,36,41
2023-10-05, 20:30:14,13.53875,-23.5846683,120,6,1.1,1.4,22,46.3,6,37,41
2023-10-05, 20:35:19,13.5116117,-23.5974033,158,6,1.1,1.4,22,27.78,11,35,40
2023-10-05, 20:40:16,13.4923433,-23.60879,200,6,1.1,1.4,22,61.116,8,37,41
2023-10-05, 20:45:19,13.47249,-23.6208417,196,6,1.1,1.4,22,33.336,12,35,38
2023-10-05, 20:50:17,13.4530067,-23.6343217,246,5,1.2,1.5,22,33.336,9,37,41
2023-10-05, 20:55:14,13.4343883,-23.6466233,278,5,1.2,1.5,22,16.668,6,37,41
2023-10-05, 21:00:19,13.4154617,-23.6603133,268,3,1.6,1.8,22,25.928,11,36,40
2023-10-05, 21:05:15,13.4073883,-23.675905,-68,5,1.4,1.7,22,25.928,6,36,41
2023-10-05, 21:10:14,13.3992183,-23.662295,-2,5,1.4,1.7,23,1.852,6,38,44
2023-10-05, 21:15:14,13.3982133,-23.663285,18,5,1.4,1.7,24,1.852,6,37,42
2023-10-05, 21:20:15,13.3974367,-23.6643833,18,5,1.4,1.7,24,1.852,7,36,40
2023-10-05, 21:25:15,13.3965333,-23.6653817,30,5,1.4,1.7,24,1.852,7,36,41
2023-10-05, 21:30:19,13.3957633,-23.6666183,-16,5,1.4,1.7,24,1.852,11,38,42
2023-10-05, 21:35:20,13.39455,-23.6672483,64,5,1.4,1.7,24,1.852,12,35,38
2023-10-05, 21:40:21,13.3937417,-23.6682317,26,5,1.4,1.7,24,1.852,13,37,43
2023-10-05, 21:45:25,13.3928733,-23.6691983,34,6,1,1.3,24,1.852,17,35,42
2023-10-05, 21:50:19,13.3919517,-23.670165,36,5,1.4,1.7,24,1.852,11,31,39
2023-10-05, 21:55:20,13.3910467,-23.6711217,36,5,1.4,1.7,24,1.852,12,36,39
2023-10-05, 22:00:19,13.39042,-23.67226,-98,5,1.4,1.7,24,0,11,34,41
2023-10-05, 22:05:19,13.389575,-23.6733517,-116,6,0.9,1.3,24,1.852,11,35,39
2023-10-05, 22:10:19,13.388715,-23.6746017,-212,7,0.9,1.2,24,3.704,11,31,37
2023-10-05, 22:15:21,13.3871633,-23.675225,136,7,0.9,1.2,24,0,13,33,40
2023-10-05, 22:20:21,13.38663,-23.6763767,20,5,1.4,1.7,24,1.852,13,35,38
2023-10-05, 22:25:18,13.3855433,-23.6773383,110,7,0.9,1.3,24,1.852,10,31,37
2023-10-05, 22:30:31,13.3839833,-23.6784183,310,6,1.1,1.5,24,0,23,36,41
2023-10-05, 22:35:21,13.38366,-23.6795383,124,5,1.1,1.4,24,1.852,13,31,36
2023-10-05, 22:40:27,13.3827267,-23.6806,24,6,1,1.4,24,0,20,29,36
2023-10-05, 22:45:22,13.3817133,-23.6816717,58,6,1.1,1.5,24,0,14,35,40
2023-10-05, 22:50:21,13.3805783,-23.6827067,80,6,0.9,1.4,24,1.852,13,35,40
2023-10-05, 22:55:18,13.3796333,-23.683835,112,7,0.9,1.3,24,1.852,10,34,41
2023-10-05, 23:00:24,13.3785633,-23.684905,142,6,1.1,1.4,24,0,16,35,41
2023-10-05, 23:05:18,13.3776733,-23.686085,114,6,1,1.4,24,0,10,34,41
2023-10-05, 23:10:22,13.3768767,-23.686975,94,5,1.1,1.5,24,0,14,33,38
2023-10-05, 23:15:37,13.37721,-23.68591,-404,5,1.1,1.5,24,1.852,29,37,42
2023-10-05, 23:20:22,13.3752567,-23.6891483,110,5,1.1,1.5,24,1.852,14,35,42
2023-10-05, 23:25:18,13.374625,-23.6901983,92,6,1,1.4,24,0,10,34,41
2023-10-05, 23:30:18,13.37379,-23.69136,114,5,1.1,1.5,24,1.852,10,34,39
2023-10-05, 23:35:23,13.3733317,-23.6922333,22,5,1.2,1.6,24,1.852,15,35,39
2023-10-05, 23:40:19,13.3715633,-23.69764,168,5,1.4,1.7,24,3.704,11,32,40
2023-10-05, 23:45:19,13.3712067,-23.6976283,70,6,1.2,1.5,24,0,11,34,39
2023-10-05, 23:50:25,13.3702633,-23.698645,56,5,1.2,1.6,24,1.852,17,35,40
2023-10-05, 23:55:45,13.3692733,-23.699585,64,6,1.2,1.5,24,3.704,38,31,38
2023-10-06, 00:00:22,13.36836,-23.70074,44,5,1.7,2,24,1.852,14,35,40
2023-10-06, 00:05:28,13.3676,-23.7013367,68,5,1.9,2.1,24,3.704,20,37,42
2023-10-06, 00:10:33,13.366755,-23.7023217,66,5,2,2.2,24,1.852,25,37,41
2023-10-06, 00:15:41,13.3659867,-23.703475,70,6,1.4,1.7,25,0,33,31,39
2023-10-06, 00:20:58,13.36542,-23.7042117,108,5,2.2,2.4,24,0,50,31,38
2023-10-06, 00:25:44,13.3645033,-23.705,144,5,2.2,2.4,24,0,36,24,28
2023-10-06, 00:30:35,13.3633117,-23.70643,74,6,1.4,1.7,24,1.852,27,24,31
2023-10-06, 00:50:52,13.3586483,-23.7113617,-82,4,2.1,2.3,24,0,44,24,29
2023-10-06, 00:55:32,13.3578433,-23.7123233,-82,5,1.2,1.5,24,3.704,24,29,35
2023-10-06, 01:00:35,13.3569083,-23.71356,-74,4,2,2.2,24,0,27,19,21
2023-10-06, 01:05:43,13.3558417,-23.7145883,-54,5,1.2,1.5,24,1.852,35,32,39
2023-10-06, 01:10:43,13.3548233,-23.7153317,22,5,1.2,1.5,24,1.852,35,30,38
2023-10-06, 01:15:27,13.354055,-23.7164117,-16,5,1.2,1.5,24,1.852,19,34,41
2023-10-06, 01:20:27,13.3528033,-23.7176183,32,5,1.3,1.6,24,0,19,27,35
2023-10-06, 01:25:21,13.35192,-23.7188517,50,4,1.6,1.8,24,1.852,13,36,39
2023-10-06, 01:30:28,13.3485417,-23.71848,36,4,1.7,1.9,24,57.412,20,37,40
2023-10-06, 01:35:26,13.3440783,-23.71793,28,4,1.8,2,24,1.852,18,25,30
2023-10-06, 01:40:20,13.3428933,-23.718895,34,4,1.9,2.1,24,1.852,12,35,38
2023-10-06, 01:45:59,13.3416617,-23.72014,40,4,2.5,4.2,24,0,51,31,34
2023-10-06, 01:50:39,13.3406383,-23.7211417,54,4,2.3,2.5,24,0,31,24,27
2023-10-06, 01:55:46,13.3396417,-23.72231,36,4,2.5,2.7,24,0,38,30,36
2023-10-06, 02:00:48,13.3386033,-23.72333,36,4,2.7,2.8,24,1.852,40,34,37
2023-10-06, 02:05:24,13.3378283,-23.724275,30,4,2.9,3,24,0,16,36,40
2023-10-06, 02:20:23,13.3354883,-23.727565,10,5,2.6,2.7,24,1.852,15,30,34
2023-10-06, 02:25:20,13.3346967,-23.7287433,6,4,2.7,2.9,24,1.852,12,32,37
2023-10-06, 02:30:25,13.3322383,-23.728235,-54,5,2.2,2.4,24,1.852,17,27,33
2023-10-06, 02:35:20,13.33295,-23.7306883,-8,5,2,2.2,24,0,12,32,42
2023-10-06, 02:40:20,13.3320033,-23.7317333,-14,5,1.8,2,24,0,12,32,40
2023-10-06, 02:45:37,13.3310033,-23.732785,-6,4,1.9,3.4,24,0,29,35,41
2023-10-06, 02:50:19,13.3301283,-23.73373,-16,4,1.8,2,24,0,11,29,33
2023-10-06, 02:55:26,13.330225,-23.7360333,144,5,1.4,1.7,24,0,18,32,38
2023-10-06, 03:00:32,13.32847,-23.7358967,-16,5,1.4,1.6,24,1.852,24,28,33
2023-10-06, 03:05:49,13.3282033,-23.7377717,100,5,1.3,1.5,24,0,41,33,39
2023-10-06, 03:10:45,13.3269033,-23.7378433,-16,4,1.4,1.7,24,1.852,37,30,37
2023-10-06, 03:15:22,13.3236117,-23.73623,-14,5,1.2,1.5,24,42.596,14,37,41
2023-10-06, 03:25:19,13.3224983,-23.7386367,74,5,1.1,1.4,24,0,11,31,36
2023-10-06, 03:30:24,13.3214217,-23.7388017,52,6,0.9,1.3,24,1.852,16,32,39
2023-10-06, 03:35:16,13.3211117,-23.740945,52,5,1,1.4,24,0,8,32,40
2023-10-06, 03:40:25,13.32008,-23.740875,-36,6,0.9,1.3,24,0,17,35,41
2023-10-06, 03:45:31,13.3194167,-23.7422067,-22,6,0.9,1.3,24,1.852,23,32,39
2023-10-06, 03:50:25,13.31877,-23.7432467,-26,6,1,1.9,24,1.852,17,29,34
2023-10-06, 03:55:44,13.3181217,-23.7444817,-26,6,0.9,1.3,24,0,36,32,39
2023-10-06, 04:00:21,13.3146667,-23.74223,-20,6,1,1.3,23,1.852,14,32,39
2023-10-06, 04:05:33,13.3138467,-23.743395,-24,6,1,1.3,24,0,25,24,28
